Name,ISIN,Symbol,Market,Currency,Turnover,MIC
DE'LONGHI,IT0003115950,DLG,Euronext Milan,EUR,2212679.38,MTAA
DECEUNINCK,BE0003789063,DECB,Euronext Brussels,EUR,149174505,XBRU
DEDEM,IT0005659724,DDM,Euronext Growth Milan,EUR,-,EXGM
DEEP VALUE DRILLER,NO0010955917,DVD,Euronext Growth Oslo,NOK,3987697.94,MERK
DEERE & CO,US2441991054,4DE,EuroTLX,EUR,377.75,ETLX
DEEZER,FR001400AYG6,DEEZR,Euronext Paris,EUR,9346.31,XPAR
DEEZER WARRANTS,FR0014004JF6,DEEZW,Euronext Paris,EUR,-,XPAR
DEKUPLE,FR0000062978,DKUPL,Euronext Paris,EUR,22209.10,XPAR
DELFINGEN,FR0000054132,ALDEL,Euronext Growth Paris,EUR,122125.90,ALXP
DELIVERY HERO,DE000A2E4K43,4DHER,EuroTLX,EUR,2402.00,ETLX
Dell Technologies,US24703L2025,4DELL,EuroTLX,EUR,8053.50,ETLX
DELTA PLUS GROUP,FR0013283108,ALDLT,Euronext Growth Paris,EUR,82869.20,ALXP
DEME GROUP,BE0974413453,DEME,Euronext Brussels,EUR,655764.80,XBRU
DENTSPLY SIRONA,US24906P1093,4XRAY,EuroTLX,EUR,736.87,ETLX
DEODATO.GALLERY,IT0005528937,ART,Euronext Growth Milan,EUR,18360.00,EXGM
DERICHEBOURG,FR0000053381,DBG,Euronext Paris,EUR,1132928845,XPAR
DESERT CONTROL,NO0010963275,DSRT,Euronext Growth Oslo,NOK,2618860.26,MERK
DESTINATION ITALIA,IT0005454027,DIT,Euronext Growth Milan,EUR,416077.50,EXGM
DEUTSCHE BANK,DE0005140008,4DBK,EuroTLX,EUR,1813.00,ETLX
DEUTSCHE BOERSE,DE0005810055,4DB1,EuroTLX,EUR,2674.00,ETLX
DEUTSCHE EUROSHOP,DE0007480204,4DEQ,EuroTLX,EUR,132.75,ETLX
DEUTSCHE LUFTHANSA,DE0008232125,4LHA,EuroTLX,EUR,11256.00,ETLX
DEUTSCHE POST,DE0005552004,4DHL,EuroTLX,EUR,39060.00,ETLX
DEUTSCHE ROHSTOFF,DE000A0XYG76,4DR,EuroTLX,EUR,542.10,ETLX
DEUTSCHE TELEKOM,DE0005557508,4DTE,EuroTLX,EUR,13346.80,ETLX
DEUTSCHE WOHNEN,DE000A0HN5C6,4DWNI,EuroTLX,EUR,309.40,ETLX
DEUTZ,DE0006305006,4DEZ,EuroTLX,EUR,18450.00,ETLX
DEVERNOIS,FR0000060840,ALDEV,Euronext Growth Paris,EUR,208.00,ALXP
DEVON ENERGY,US25179M1036,4DY6,EuroTLX,EUR,486.24,ETLX
DEXELANCE,IT0005543480,DEX,Euronext Milan,EUR,259919.68,MTAA
DEXIA HOLDING,BE0974290224,DEXB,Euronext Expert Market,EUR,348.90,VPXB
DGB GROUP N.V.,NL0009169515,DGB,Euronext Amsterdam,EUR,6569116,XAMS
DHH,IT0005203622,DHH,Euronext Growth Milan,EUR,27544.90,EXGM
DIADEMA CAPITAL,IT0005605636,DIAD,Euronext Growth Milan,EUR,3702.00,EXGM
DIAGNOSTIC MED BSA,FR001400IAQ8,DMSBS,Euronext Growth Paris,EUR,2.50,ALXP
DIAGNOSTIC MEDICAL,FR0012202497,ALDMS,Euronext Growth Paris,EUR,48483.82,ALXP
DIASORIN,IT0003492391,DIA,Euronext Milan,EUR,16511641.58,MTAA
DIEGEM KENNEDYCERT,BE0003698124,DIEG,Euronext Brussels,EUR,3885.00,XBRU
DIERK. ANTWERP.,BE0036367895,-,Euronext Expert Market,EUR,103.00,VPXB
DIERKUNDE ANTW,BE0026342551,-,Euronext Expert Market,EUR,8370.00,VPXB
DIGITAL BROS,IT0001469995,DIB,Euronext Milan,EUR,1805813.42,MTAA
DIGITAL VALUE,IT0005347429,DGV,Euronext Milan,EUR,2004278.30,MTAA
DIGITOUCH,IT0005089476,DGT,Euronext Growth Milan,EUR,18380.00,EXGM
DIRECTA SIM,IT0001463063,D,Euronext Growth Milan,EUR,170780.00,EXGM
DIS ELET ADRIATICA,IT0005600249,DEA,Euronext Growth Milan,EUR,10750.00,EXGM
DISTRI-LAND CERT,BE0003605160,DISL,Euronext Brussels,EUR,412.00,XBRU
DNB BANK,NO0010161896,DNB,Oslo Børs,NOK,310461662.70,XOSL
DNO,NO0003921009,DNO,Oslo Børs,NOK,16160168.14,XOSL
DNXCORP,FR0010436584,ALDNX,Euronext Growth Paris,EUR,18905.05,ALXP
DOCK.PETR.AMBES AM,FR0000065260,DPAM,Euronext Paris,EUR,6230.00,XPAR
DOF GROUP,NO0012851874,DOFG,Oslo Børs,NOK,34195159.75,XOSL
DOLFINES,FR001400SP13,ALDOL,Euronext Growth Paris,EUR,9259.62,ALXP
DOLLAR GENERAL,US2566771059,4DGX,EuroTLX,EUR,96.69,ETLX
DOLPHIN DRILLING,NO0012595950,DDRIL,Euronext Growth Oslo,NOK,17184636.6014,MERK
DOMINION ENERGY,US25746U1097,4D,EuroTLX,EUR,50.72,ETLX
DONEGAL INVESTMENT,IE000Y2HN3O9,DQ7A,Euronext Growth Dublin,EUR,18630.00,XMSM
DONTNOD,FR0013331212,ALDNE,Euronext Growth Paris,EUR,12082.30,ALXP
DOORDASH,US25809K1051,4DASH,EuroTLX,EUR,209.65,ETLX
DOTSTAY,IT0005523839,DOT,Euronext Growth Milan,EUR,6000.00,EXGM
DOVALUE,IT0005610958,DOV,Euronext Milan,EUR,3788686994,MTAA
DOW,US2605571031,4DOW,EuroTLX,EUR,51.20,ETLX
DOXEE,IT0005394413,DOX,Euronext Growth Milan,EUR,16848.75,EXGM
DRONE VOLT,FR001400SVN0,ALDRV,Euronext Growth Paris,EUR,940506.24,ALXP
DRONE VOLT BS26,FR0014007951,BNBS,Euronext Growth Paris,EUR,22137.03,ALXP
DRONE VOLT BSA,FR001400YNA2,DRVBS,Euronext Growth Paris,EUR,-,ALXP
DRONE VOLT BSA,FR0014011219,DRNBS,Euronext Growth Paris,EUR,-,ALXP
DSM FIRMENICH AG,CH1216478797,DSFIR,Euronext Amsterdam,EUR,26853070.71,XAMS
DUPONT DE NEMOURS,US26614N1028,4DD,EuroTLX,EUR,373.65,ETLX
DURR,DE0005565204,4DUE,EuroTLX,EUR,191.60,ETLX
DYNAFOND,FR0000052920,MLDYN,Euronext Access Paris,EUR,229.25,XMLI
DYNEX ENERGY SA,LU0881232630,MLDYX,Euronext Access Paris,EUR,1.50,XMLI
E PANGO,FR0014004339,ALAGO,Euronext Growth Paris,EUR,111577.8404,ALXP
E-GLOBE,IT0005557514,EGB,Euronext Growth Milan,EUR,670.00,EXGM
E-NOVIA,IT0005391229,E9IA,Euronext Growth Milan,EUR,14700.00,EXGM
E.ON,DE000ENAG999,4EOAN,EuroTLX,EUR,4800.00,ETLX
E.P.H.,IT0005623845,EPH,Euronext Milan,EUR,6186.5415,MTAA
EAGLEFOOTBALLGROUP,FR0010428771,EFG,Euronext Paris,EUR,186915,XPAR
EAM SOLAR,NO0013601245,EAM,Euronext Growth Oslo,NOK,35026.7028,MERK
EASE2PAY NV,NL0000345627,EAS2P,Euronext Amsterdam,EUR,10612057,XAMS
EASSON HOLDINGS,HK0000038783,MLEAS,Euronext Access Paris,EUR,63.00,XMLI
EAUX DE ROYAN,FR0007200100,MLEDR,Euronext Access Paris,EUR,43.80,XMLI
EAVS,FR0010536185,MLEAV,Euronext Access Paris,EUR,26.00,XMLI
EBAY,US2786421030,4EBAY,EuroTLX,EUR,4074.00,ETLX
EBUSCO HOLDING,NL0015002AG2,EBUS,Euronext Amsterdam,EUR,479916.4332,XAMS
ECFC,BE0003783975,-,Euronext Expert Market,EUR,4120.00,VPXB
ECKERT & ZIEGLER,DE0005659700,4EUZ,EuroTLX,EUR,265.60,ETLX
ECOLAB,US2788651006,4ECL,EuroTLX,EUR,1332.00,ETLX
ECOLUTIONS,DE000A0XYM45,MLECO,Euronext Access Paris,EUR,125.00,XMLI
ECOMEMBRANE,IT0005543332,ECMB,Euronext Growth Milan,EUR,10268.00,EXGM
ECOMIAM,FR0013534617,ALECO,Euronext Growth Paris,EUR,887.81,ALXP
ECONOCOM GROUP,BE0974313455,ECONB,Euronext Brussels,EUR,68447526,XBRU
ECOSLOPS,FR0011490648,ALESA,Euronext Growth Paris,EUR,4761106,ALXP
ECOSUNTEK,IT0005654766,ECK,Euronext Growth Milan,EUR,3156.65,EXGM
EDDA WIND,NO0010998529,EWIND,Oslo Børs,NOK,14099.30,XOSL
EDENRED,FR0010908533,EDEN,Euronext Paris,EUR,28513891755,XPAR
EDGELAB,IT0005627762,ELB,Euronext Growth Milan,EUR,2225.00,EXGM
EDIL SAN FELICE,IT0005561441,ESF,Euronext Growth Milan,EUR,25177.80,EXGM
EDILIZIACROBATICA,IT0005351504,ALEAC,Euronext Growth Paris,EUR,5.70,ALXP
EDILIZIACROBATICA,IT0005351504,EDAC,Euronext Growth Milan,EUR,44158.24,EXGM
EDISON R,IT0003372205,EDNR,Euronext Milan,EUR,243296066,MTAA
EDITIONS DU SIGNE,FR0000052755,MLEDS,Euronext Access Paris,EUR,53.33,XMLI
EDP,PTEDP0AM0009,EDP,Euronext Lisbon,EUR,41545541839,XLIS
EDP RENOVAVEIS,ES0127797019,EDPR,Euronext Lisbon,EUR,12256792.55,XLIS
"EDP, SA",PTEDP0AM0009,4EDP,EuroTLX,EUR,4784.00,ETLX
EDUFORM ACTION,FR0010882886,MLEFA,Euronext Access Paris,EUR,459.90,XMLI
EDUNIVERSAL,FR0010439265,MLEDU,Euronext Access Paris,EUR,39.00,XMLI
EDWARDS LIFESCIENC,US28176E1082,4EW,EuroTLX,EUR,121.32,ETLX
EEMS,IT0005577868,EEMS,Euronext Milan,EUR,23193854,MTAA
EGIDE,FR0000072373,ALGID,Euronext Growth Paris,EUR,5574026,ALXP
EGIDE BSA,FR001400TAW3,GIDBS,Euronext Growth Paris,EUR,0.88,ALXP
EGOMNIA,IT0005586497,EGN,Euronext Growth Milan,EUR,-,EXGM
EIDESVIK OFFSHORE,NO0010263023,EIOF,Oslo Børs,NOK,44072.55,XOSL
EIFFAGE,FR0000130452,FGR,Euronext Paris,EUR,32214595.60,XPAR
EKINOPS,FR0011466069,EKI,Euronext Paris,EUR,94957.97,XPAR
EKOPAK,BE0974380124,EKOP,Euronext Brussels,EUR,75125.88,XBRU
EL.EN.,IT0005453250,ELN,Euronext Milan,EUR,1295203.07,MTAA
ELEC.STRASBOURG,FR0000031023,ELEC,Euronext Paris,EUR,158113.50,XPAR
ELECT. MADAGASCAR,FR0000035719,EEM,Euronext Paris,EUR,5212.40,XPAR
ELECTROMAGNET GEO,NO0010358484,EMGS,Oslo Børs,NOK,27550.65,XOSL
ELECTRONIC ARTS,US2855121099,4EA,EuroTLX,EUR,1402.60,ETLX
ELEKTROIMPORTØREN,NO0010911902,ELIMP,Euronext Growth Oslo,NOK,1190042.35,MERK
ELES,IT0005373417,ELES,Euronext Growth Milan,EUR,17360.00,EXGM
ELEVANCE HEALTH,US0367521038,4ANTM,EuroTLX,EUR,906.00,ETLX
ELI LILLY & COMP,US5324571083,4LLY,EuroTLX,EUR,4680.90,ETLX
ELIA GROUP,BE0003822393,ELI,Euronext Brussels,EUR,13512217.50,XBRU
ELICA,IT0003404214,ELC,Euronext Milan,EUR,43412765,MTAA
ELIGO,IT0005524423,ELG,Euronext Growth Milan,EUR,3982.00,EXGM
ELIOR GROUP,FR0011950732,ELIOR,Euronext Paris,EUR,638428205,XPAR
ELIS,FR0012435121,ELIS,Euronext Paris,EUR,6724949.86,XPAR
ELIX,ES0105726006,MLERH,Euronext Access Paris,EUR,2.00,XMLI
ELKEM,NO0010816093,ELK,Oslo Børs,NOK,64202953.07,XOSL
ELLIPTIC LABORATOR,NO0010722283,ELABS,Oslo Børs,NOK,1353217.00,XOSL
ELMERA GROUP,NO0010815673,ELMRA,Oslo Børs,NOK,1327586.40,XOSL
ELOPAK,NO0011002586,ELO,Oslo Børs,NOK,13066651.70,XOSL
ELSA SOLUTIONS,IT0005561466,ELSA,Euronext Growth Milan,EUR,5310.00,EXGM
EMAK,IT0001237053,EM,Euronext Milan,EUR,49577047,MTAA
EMBENTION,ES0105639001,MLUAV,Euronext Access Paris,EUR,960.00,XMLI
EMD MUSIC,BE0003849669,EMD,Euronext Expert Market,EUR,780.00,VPXB
EMEIS,FR001400NLM4,EMEIS,Euronext Paris,EUR,1279791.11,XPAR
EMERSON ELECTRIC,US2910111044,4EMR,EuroTLX,EUR,1061.46,ETLX
EMMA VILLAS,IT0005562183,EAV,Euronext Growth Milan,EUR,3940.00,EXGM
EMOVA GROUP,FR0013356755,ALEMV,Euronext Growth Paris,EUR,468.96,ALXP
EMULATION,BE0024644065,-,Euronext Expert Market,EUR,1013.36,VPXB
ENA,IT0005468290,ENA,Euronext Growth Milan,EUR,2055.00,EXGM
ENAGAS,ES0130960018,4ENG,EuroTLX,EUR,142.60,ETLX
ENAV,IT0005176406,ENAV,Euronext Milan,EUR,2244654364,MTAA
ENCRES DUBUIT,FR0004030708,ALDUB,Euronext Growth Paris,EUR,5751.50,ALXP
ENDESA,ES0130670112,4ELE,EuroTLX,EUR,240.30,ETLX
ENDÚR,NO0012555459,ENDUR,Oslo Børs,NOK,3779751.00,XOSL
ENEL,IT0003128367,ENEL,Euronext Milan,EUR,204740777.0565,MTAA
ENENSYS,FR0013330792,ALNN6,Euronext Growth Paris,EUR,30536.68,ALXP
ENERGEIA,NO0012697715,ENERG,Euronext Growth Oslo,NOK,149877.1015,MERK
ENERGISME,FR0013399359,ALNRG,Euronext Growth Paris,EUR,39009.1676,ALXP
ENERGY,IT0005500712,ENY,Euronext Growth Milan,EUR,41542.00,EXGM
ENERGY TIME,IT0005660219,ET,Euronext Growth Milan,EUR,-,EXGM
ENERGYVISION,BE0974499312,ENRGY,Euronext Brussels,EUR,79874494,XBRU
ENERTRONICA SANT,IT0004887409,ENT,Euronext Growth Milan,EUR,9195.00,EXGM
ENERVIT,IT0004356751,ENV,Euronext Milan,EUR,372.74,MTAA
ENGIE,FR0010208488,ENGI,"Euronext Paris, Brussels",EUR,100543913765,
ENGIE,FR0010208488,4ENGI,EuroTLX,EUR,59184.00,ETLX
ENI,IT0003132476,ENI,Euronext Milan,EUR,163405940464,MTAA
ENOGIA,FR0014004974,ALENO,Euronext Growth Paris,EUR,209865.55,ALXP
ENSURGE MICROPOWER,NO0013186460,ENSU,Oslo Børs,NOK,4731691814,XOSL
ENTECH,FR0014004362,ALESE,Euronext Growth Paris,EUR,47805.52,ALXP
ENTRA,NO0010716418,ENTRA,Oslo Børs,NOK,5954102.60,XOSL
ENTREPARTICULIERS,FR0010424697,ALENT,Euronext Growth Paris,EUR,146673.16,ALXP
ENTREPRENDRE,FR0000045122,ALENR,Euronext Growth Paris,EUR,2910.60,ALXP
ENVIPCO,NL0015000GX8,ENVI,Euronext Amsterdam,EUR,55842.24,XAMS
ENVIPCO HOLDING,NL0015000GX8,ENVIP,Oslo Børs,NOK,5716415.40,XOSL
EO2,FR0010465534,ALEO2,Euronext Growth Paris,EUR,3714.04,ALXP
EPRCOMUNICAZIONE,IT0005519837,EPRB,Euronext Growth Milan,EUR,26092.50,EXGM
EQUASENS,FR0012882389,EQS,Euronext Paris,EUR,962936025,XPAR
EQUINOR,NO0010096985,EQNR,Oslo Børs,NOK,669049358.60,XOSL
EQUITA GROUP,IT0005312027,EQUI,Euronext Milan,EUR,97617.09,MTAA
EQUITY BCDC,CG000A0BKQF7,-,Euronext Expert Market,EUR,160.00,VPXB
EQVA,NO0010708605,EQVA,Oslo Børs,NOK,37745.82,XOSL
ERAMET,FR0000131757,ERA,Euronext Paris,EUR,2562750.10,XPAR
ERG,IT0001157020,ERG,Euronext Milan,EUR,5382003.52,MTAA
ERICSSON - CLASS B,SE0000108656,4ERICB,EuroTLX,EUR,243.71,ETLX
ERREDUE,IT0005521247,RDUE,Euronext Growth Milan,EUR,31305.00,EXGM
Erste Group Bank,AT0000652011,4EBS,EuroTLX,EUR,71.20,ETLX
ESAUTOMOTION,IT0005337107,ESAU,Euronext Growth Milan,EUR,15120.00,EXGM
ESI,IT0005421885,ESIGM,Euronext Growth Milan,EUR,44190.00,EXGM
ESPE,IT0005573818,ESPE,Euronext Growth Milan,EUR,2235.00,EXGM
ESPRINET,IT0003850929,PRT,Euronext Milan,EUR,991251675,MTAA
ESSILORLUXOTTICA,FR0000121667,4EL,EuroTLX,EUR,45169.40,ETLX
ESSILORLUXOTTICA,FR0000121667,EL,Euronext Paris,EUR,111554393.20,XPAR
ESSO,FR0000120669,ES,Euronext Paris,EUR,1361501.90,XPAR
ESTEE LAUDER COMP,US5184391044,4ELX,EuroTLX,EUR,5824.00,ETLX
ESTORIL SOL N,PTESO0AM0000,ESON,Euronext Lisbon,EUR,90.20,XLIS
ESTRIMA,IT0005468191,BIRO,Euronext Growth Milan,EUR,43389.60,EXGM
ETEX,BE0941244536,-,Euronext Expert Market,EUR,1987.20,VPXB
ETSY,US29786A1060,4ETSY,EuroTLX,EUR,50.18,ETLX
EUKEDOS,IT0004818297,EUK,Euronext Milan,EUR,1680.14,MTAA
EUPEN FINANZ,BE0049483135,-,Euronext Expert Market,EUR,52582.80,VPXB
EURASIA FONC INV,FR0000061475,EFI,Euronext Paris,EUR,37.60,XPAR
EURASIA GROUPE,FR0010844001,ALEUA,Euronext Growth Paris,EUR,1.22,ALXP
EURAZEO,FR0000121121,RF,Euronext Paris,EUR,10557807325,XPAR
EUROAPI,FR0014008VX5,EAPI,Euronext Paris,EUR,197412349,XPAR
EUROBIO-SCIENTIFIC,FR0013240934,ALERS,Euronext Growth Paris,EUR,16056.80,ALXP
EUROCASTLE INVEST.,GB00B94QM994,ECT,Euronext Amsterdam,EUR,38.20,XAMS
EUROCOMMERCIAL,NL0015000K93,ECMPM,Euronext Milan,EUR,1877.00,MTAA
EUROCOMMERCIAL,NL0015000K93,ECMPA,"Euronext Amsterdam, Brussels",EUR,844248.00,
EUROFINS CEREP,FR0013256518,ALECR,Euronext Growth Paris,EUR,178000.00,ALXP
EUROFINS SCIENT,FR0014000MR3,4ERF,EuroTLX,EUR,212.72,ETLX
EUROFINS SCIENT.,FR0014000MR3,ERF,Euronext Paris,EUR,43820487.69,XPAR
EUROGROUP LAM,IT0005527616,EGLA,Euronext Milan,EUR,2017755258,MTAA
EUROLAND CORPORATE,FR0010157115,ALERO,Euronext Growth Paris,EUR,1658.14,ALXP
EUROLOG CANOLA,ES0105586004,MLCAN,Euronext Access Paris,EUR,-,XMLI
EURONEXT,NL0006294274,ENXP,Euronext Lisbon,EUR,-,XLIS
EURONEXT,NL0006294274,ENX,"Euronext Paris, Amsterdam, Brussels",EUR,29205338.65,
EUROPACORP,FR0010490920,ALECP,Euronext Growth Paris,EUR,3105598,ALXP
European Medical S,BE0974497290,ALEMS,"Euronext Growth Brussels, Paris",EUR,1428.8985,
EUROPLASMA,FR001400PDG8,ALEUP,Euronext Growth Paris,EUR,60572.8582,ALXP
EUROPRIS,NO0010735343,EPR,Oslo Børs,NOK,10217532.50,XOSL
EUROTECH,IT0003895668,ETH,Euronext Milan,EUR,60052308,MTAA
EUTELSAT COMMUNIC.,FR0010221234,ETL,Euronext Paris,EUR,3867021.0875,XPAR
EVERGREEN,FR0000035784,EGR,Euronext Paris,EUR,5762.10,XPAR
EVERSOURCE ENERGY,US30040W1080,4ES,EuroTLX,EUR,60.50,ETLX
EVISO,IT0005430936,EVISO,Euronext Growth Milan,EUR,26320.16,EXGM
EVONIK INDUSTRIES,DE000EVNK013,4EVK,EuroTLX,EUR,1726.00,ETLX
EVOTEC,DE0005664809,4EVT,EuroTLX,EUR,872.01,ETLX
EVS BROADC.EQUIPM.,BE0003820371,EVS,Euronext Brussels,EUR,324740.60,XBRU
EXACOMPTA CLAIREF.,FR0000064164,ALEXA,Euronext Growth Paris,EUR,1834.00,ALXP
EXACT THERAPEUTICS,NO0010852213,EXTX,Euronext Growth Oslo,NOK,84644.00,MERK
EXAIL TECHNOLOGIES,FR0000062671,EXA,Euronext Paris,EUR,4892778.70,XPAR
EXECUS,IT0005557530,EXEC,Euronext Growth Milan,EUR,20370.00,EXGM
EXEL INDUSTRIES,FR0004527638,EXE,Euronext Paris,EUR,45351.90,XPAR
EXELON,US30161N1019,4EXC,EuroTLX,EUR,24900.80,ETLX
EXMAR,BE0003808251,EXM,Euronext Brussels,EUR,38167.56,XBRU
EXOR NV,NL0012059018,EXO,Euronext Amsterdam,EUR,9582314475,XAMS
EXOSENS,FR001400Q9V2,EXENS,Euronext Paris,EUR,2458804675,XPAR
EXPEDIA GROUP,US30212P3038,4EXPE,EuroTLX,EUR,387.96,ETLX
EXPERT.AI,IT0004496029,EXAI,Euronext Growth Milan,EUR,764095422,EXGM
EXPLOSIFS PROD.CHI,FR0014003AQ4,EXPL,Euronext Paris,EUR,116349.50,XPAR
EXXON MOBIL,US30231G1022,4XOM,EuroTLX,EUR,6643.70,ETLX
FACEPHI,ES0105029005,ALPHI,Euronext Growth Paris,EUR,201.74,ALXP
FAE TECHNOLOGY,IT0005500688,FAE,Euronext Growth Milan,EUR,38270.95,EXGM
FAGRON,BE0003874915,FAGR,"Euronext Brussels, Amsterdam",EUR,961690.50,
FAIFEY INVEST,ES0105553004,MLECE,Euronext Access Paris,EUR,-,XMLI
FARMACOSMO,IT0005487670,COSMO,Euronext Growth Milan,EUR,60250682,EXGM
FARMINVESTE,PTFNV1AM0002,MLFMV,Euronext Access Lisbon,EUR,8700.00,XMLI
FASHION B AIR,FR0004034593,ALFBA,Euronext Growth Paris,EUR,28.50,ALXP
FASTNED,NL0013654809,FAST,Euronext Amsterdam,EUR,136507.10,XAMS
FBD HOLDINGS PLC,IE0003290289,EG7,Euronext Dublin,EUR,42060.45,XMSM
FD,FR0012300424,MLFDV,Euronext Access Paris,EUR,22.00,XMLI
FDJ UNITED,FR0013451333,FDJU,Euronext Paris,EUR,7439253.46,XPAR
FEDEX,US31428X1063,4FDX,EuroTLX,EUR,429.80,ETLX
FERM.CAS.MUN.CANNE,FR0000062101,FCMC,Euronext Paris,EUR,1490.00,XPAR
FERMENTALG,FR0011271600,ALGAE,Euronext Growth Paris,EUR,78229168,ALXP
FERRARI,NL0011585146,RACE,Euronext Milan,EUR,134517803.20,MTAA
FERRARI GROUP,GB00BN0VZ646,FERGR,Euronext Amsterdam,EUR,314869.38,XAMS
FERRETTI,IT0005383291,YACHT,Euronext Milan,EUR,539408254,MTAA
FERROVIAL,NL0015001FS8,FER,Euronext Amsterdam,EUR,13965.88,XAMS
FERVI,IT0005325912,FVI,Euronext Growth Milan,EUR,1470.00,EXGM
FI BELGO-TUNISIENN,BE0011238830,-,Euronext Expert Market,EUR,299.60,VPXB
FIDIA,IT0005654683,FDA,Euronext Milan,EUR,170961.0385,MTAA
FIDUCIAL OFF.SOL.,FR0000061418,SACI,Euronext Paris,EUR,26.60,XPAR
FIDUCIAL REAL EST.,FR0000060535,ORIA,Euronext Paris,EUR,169.00,XPAR
FIERA MILANO,IT0003365613,FM,Euronext Milan,EUR,256562.82,MTAA
FIGEAC AERO,FR0011665280,FGA,Euronext Paris,EUR,230513.25,XPAR
FILA,IT0004967292,FILA,Euronext Milan,EUR,596521.40,MTAA
FILL UP MEDIA,FR001400AEM6,ALFUM,Euronext Growth Paris,EUR,210745.50,ALXP
FIMMOBEL,BE0945246784,-,Euronext Expert Market,EUR,450.00,VPXB
FIN.OUEST AFRICAIN,SN0000033192,FOAF,Euronext Paris,EUR,13702.50,XPAR
FINANCIERE MARJOS,FR0000060824,FINM,Euronext Paris,EUR,437.00,XPAR
FINANZA.TECH,IT0005475162,FTC,Euronext Growth Milan,EUR,20058.00,EXGM
FINASUCRE,BE0012544319,-,Euronext Expert Market,EUR,10860.00,VPXB
FINAXO,FR0010487272,MLFXO,Euronext Access Paris,EUR,2043.00,XMLI
FINCANTIERI,IT0005599938,FCT,Euronext Milan,EUR,37781911.56,MTAA
FINE FOODS & PHARM,IT0005215329,FF,Euronext Milan,EUR,83805.18,MTAA
FINECOBANK,IT0000072170,FBK,Euronext Milan,EUR,33785315.25,MTAA
FIPP,FR0000038184,FIPP,Euronext Paris,EUR,169.50,XPAR
FIRST CAPITAL,IT0005252736,FIC,Euronext Growth Milan,EUR,6310.00,EXGM
FIRST SOLAR,US3364331070,4FSLR,EuroTLX,EUR,475.68,ETLX
FIRSTCAUTION,CH0120879058,MLFIR,Euronext Access Paris,EUR,1969.80,XMLI
FISERV,US3377381088,4FISV,EuroTLX,EUR,4607.60,ETLX
FJORD DEFENCE GR,NO0010778095,DFENS,Euronext Expand Oslo,NOK,268370135,XOAS
FLEKKEFJORD SPAREB,NO0013209858,FFSB,Euronext Growth Oslo,NOK,121726.70,MERK
FLEURY MICHON,FR0000074759,ALFLE,Euronext Growth Paris,EUR,6886.80,ALXP
FLEX LNG,BMG359472021,FLNG,Oslo Børs,NOK,6226117.50,XOSL
FLEXDEAL,PTFXD0AM0018,FLEXD,Euronext Lisbon,EUR,1051.60,XLIS
FLORENTAISE,FR001400GO75,ALFLO,Euronext Growth Paris,EUR,523.63,ALXP
FLORIDIENNE,BE0003215143,FLOB,Euronext Brussels,EUR,29260.00,XBRU
FLOW TRADERS,BMG3602E1084,FLOW,Euronext Amsterdam,EUR,1940810.86,XAMS
FLOWSPARKS,BE0003847648,FLSP,Euronext Access Brussels,EUR,4996.20,ALXB
FLUXYS BELGIUM D,BE0974265945,FLUX,Euronext Brussels,EUR,16966.20,XBRU
FNAC DARTY,FR0011476928,FNAC,Euronext Paris,EUR,922035.75,XPAR
FNM,IT0000060886,FNM,Euronext Milan,EUR,109853735,MTAA
FNPTECHNOLOGIESSA,FR0013230067,MLFNP,Euronext Access Paris,EUR,114.54,XMLI
FONCIERE 7 INVEST,FR0000065930,LEBL,Euronext Paris,EUR,8.70,XPAR
FONCIERE INEA,FR0010341032,INEA,Euronext Paris,EUR,17393.70,XPAR
FONCIERE LYONNAISE,FR0000033409,FLY,Euronext Paris,EUR,3668.40,XPAR
FONCIERE VINDI,FR0011605617,MLVIN,Euronext Access Paris,EUR,41.40,XMLI
FONCIERE VOLTA,FR0000053944,SPEL,Euronext Paris,EUR,49.50,XPAR
FOPE,IT0005203424,FPE,Euronext Growth Milan,EUR,29950.00,EXGM
FORD MOTOR,US3453708600,4F,EuroTLX,EUR,1040.41,ETLX
FORESTIERE EQUAT.,CI0000053161,FORE,Euronext Paris,EUR,3850.00,XPAR
FORFARMERS,NL0011832811,FFARM,Euronext Amsterdam,EUR,194380185,XAMS
FORSEE POWER,FR0014005SB3,FORSE,Euronext Paris,EUR,42469.02325,XPAR
FORTUM,FI0009007132,4FORT,EuroTLX,EUR,2231.84,ETLX
FORVIA,FR0000121147,4FRVIA,EuroTLX,EUR,3587.50,ETLX
FORVIA,FR0000121147,FRVIA,Euronext Paris,EUR,11979422.6025,XPAR
FOUNTAIN,BE0003752665,FOU,Euronext Brussels,EUR,11.20,XBRU
FOUNTAINE PAJOT,FR0010485268,ALFPC,Euronext Growth Paris,EUR,66342.40,ALXP
FOYER,NSCEX0000018,-,Euronext Expert Market,EUR,6401.00,VPXB
FRANCAISE ENERGIE,FR0013030152,FDE,Euronext Paris,EUR,2961724.95,XPAR
FRANCE TOURISME,FR0010823724,MLFTI,Euronext Access Paris,EUR,157.65,XMLI
FRANCHETTI,IT0005508574,FCH,Euronext Growth Milan,EUR,10025.00,EXGM
FRANCHI UMB MARMI,IT0005335754,FUM,Euronext Growth Milan,EUR,11073.00,EXGM
FRAPORT,DE0005773303,4FRA,EuroTLX,EUR,261.20,ETLX
FREELANCE.COM,FR0004187367,ALFRE,Euronext Growth Paris,EUR,28488.72,ALXP
